status,gene-symbol,gene-name,ensembl-id,chromosome,genetic-category,gene-score,syndromic,eagle,number-of-reports,UMLS_ID
9,H4C5,H4 clustered histone 5,,6,"Rare Single Gene Mutation, Syndromic",,1,,6,C1415450
9,HACE1,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1,,6,"Rare Single Gene Mutation, Syndromic",3.0,0,,13,C1427259
9,GSTM1,glutathione S-transferase M1,,1,Genetic Association,2.0,0,,3,C0919534
9,HCFC1,host cell factor C1,,X,"Rare Single Gene Mutation, Syndromic",,1,,13,C1415493
9,HCN1,Hyperpolarization activated cyclic nucleotide-gated potassium channel 1,,5,"Rare Single Gene Mutation, Genetic Association",3.0,0,,15,C1415498
9,HDAC4,histone deacetylase 4,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,1,,19,C1333893
9,HDAC8,histone deacetylase 8,,X,"Rare Single Gene Mutation, Syndromic, Genetic Association",,1,3.7,13,C1421934
9,HDLBP,high density lipoprotein binding protein,,2,Rare Single Gene Mutation,1.0,0,1.25,6,C1415507
9,HECTD1,HECT domain E3 ubiquitin protein ligase 1,,14,Rare Single Gene Mutation,3.0,0,,7,C1426741
9,HECTD4,HECT domain E3 ubiquitin protein ligase 4,,12,"Rare Single Gene Mutation, Syndromic",1.0,0,,12,C1824372
9,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",,2,"Rare Single Gene Mutation, Syndromic",2.0,0,,25,C1539660
9,HEPACAM,hepatic and glial cell adhesion molecule,,11,"Rare Single Gene Mutation, Syndromic, Functional",,1,,13,C1968841
9,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,,15,"Rare Single Gene Mutation, Syndromic, Functional",2.0,1,,14,C1415511
9,HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2,,15,"Rare Single Gene Mutation, Syndromic, Functional",,1,,13,C1415512
9,HIVEP2,HIVEP zinc finger 2,,6,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,17,C1415553
9,HIVEP3,human immunodeficiency virus type I enhancer binding protein 3,,1,"Rare Single Gene Mutation, Genetic Association",2.0,0,,13,C1422066
9,HLA-A,"major histocompatibility complex, class I, A",,6,Genetic Association,2.0,0,,10,C0019728
9,HLA-B,"Major histocompatibility complex, class I, B",,6,Genetic Association,2.0,0,,5,C0019737
9,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1",,6,"Rare Single Gene Mutation, Genetic Association",2.0,0,,2,C1333900
9,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",,6,Genetic Association,2.0,0,,11,C1415576
9,HLA-G,"major histocompatibility complex, class I, G",,6,Genetic Association,2.0,0,,4,C0082920
9,HMGN1,high mobility group nucleosome binding domain 1,,21,Genetic Association,2.0,0,,1,C1333912
9,HNRNPD,heterogeneous nuclear ribonucleoprotein D,,4,"Rare Single Gene Mutation, Syndromic",2.0,1,,5,C1415638
9,HNRNPF,heterogeneous nuclear ribonucleoprotein F,,10,Rare Single Gene Mutation,2.0,0,,4,C1415641
9,HNRNPH2,heterogeneous nuclear ribonucleoprotein H2,,X,"Rare Single Gene Mutation, Syndromic",1.0,0,,22,C1845100
9,HNRNPK,heterogeneous nuclear ribonucleoprotein K,,9,"Rare Single Gene Mutation, Syndromic",2.0,1,,13,C1415645
9,HNRNPR,heterogeneous nuclear ribonucleoprotein R,,1,"Rare Single Gene Mutation, Syndromic, Functional",2.0,1,,8,C1415648
9,HNRNPU,heterogeneous nuclear ribonucleoprotein U,,1,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,38.8,42,C1415649
9,HNRNPUL2,heterogeneous nuclear ribonucleoprotein U like 2,,11,"Rare Single Gene Mutation, Syndromic",2.0,1,,4,C1825522
9,HOMER1,Homer homolog 1 (Drosophila),,5,"Rare Single Gene Mutation, Functional",2.0,0,,6,C1424986
9,HOXA1,homeobox A1,,7,"Rare Single Gene Mutation, Syndromic, Genetic Association",,1,,16,C1415653
9,HRAS,v-Ha-ras Harvey rat sarcoma viral oncogene homolog,,11,"Rare Single Gene Mutation, Syndromic, Genetic Association",1.0,0,,12,C0079471
9,HS3ST5,heparan sulfate (glucosamine) 3-O-sulfotransferase 5,,6,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8,C1426230
9,HSD11B1,hydroxysteroid (11-beta) dehydrogenase 1,,1,"Rare Single Gene Mutation, Syndromic",2.0,0,,9,C1415736
9,HTR1B,5-hydroxytryptamine (serotonin) receptor 1B,,6,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6,C1415804
9,HTR2C,5-hydroxytryptamine receptor 2C,,X,"Genetic Association, Functional",3.0,0,0.1,2,C1415811
9,HTR3A,5-hydroxytryptamine (serotonin) receptor 3A,,11,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,9,C1333933
9,HTR3C,"5-hydroxytryptamine (serotonin) receptor 3, family member C",,3,"Rare Single Gene Mutation, Genetic Association",3.0,0,,8,C1537390
9,HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",,X,"Rare Single Gene Mutation, Syndromic",,1,,30,C1537395
9,HYDIN,"HYDIN, axonemal central pair apparatus protein",,16,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1426196
9,ICA1,islet cell autoantigen 1,,7,Rare Single Gene Mutation,2.0,0,,10,C1415841
9,IGF1,insulin like growth factor 1,,12,"Rare Single Gene Mutation, Functional",3.0,0,,8,C1334089
9,IKZF1,IKAROS family zinc finger 1,,7,Rare Single Gene Mutation,3.0,0,,7,C1825588
9,IL1R2,"interleukin 1 receptor, type II",,2,Rare Single Gene Mutation,2.0,0,,8,C1416396
9,IL1RAPL1,interleukin 1 receptor accessory protein-like 1,,X,Rare Single Gene Mutation,2.0,0,,32,C1416398
9,HNRNPL,heterogeneous nuclear ribonucleoprotein L,,19,Rare Single Gene Mutation,3.0,0,,2,C1415646
9,IL1RAPL2,interleukin 1 receptor accessory protein-like 2,,X,"Rare Single Gene Mutation, Genetic Association",2.0,0,,3,C1416399
9,ILF2,Interleukin enhancer binding factor 2,,1,Rare Single Gene Mutation,2.0,0,,6,C1416419
9,IMMP2L,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae),,7,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,17,C1422779
9,INPP1,inositol polyphosphate-1-phosphatase,,2,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1416440
9,INTS1,integrator complex subunit 1,,7,"Rare Single Gene Mutation, Syndromic",,1,,13,C1825603
9,INTS6,Integrator complex subunit 6,,13,Rare Single Gene Mutation,2.0,0,,6,C1333210
9,IQGAP3,IQ motif containing GTPase activating protein 3,,1,Rare Single Gene Mutation,2.0,0,,7,C1427069
9,IQSEC2,IQ motif and Sec7 domain 2,,X,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,60,C1537419
9,IRF2BPL,Interferon regulatory factor 2 binding protein-like,,14,"Rare Single Gene Mutation, Syndromic",1.0,1,9.0,19,C1422540
9,IRX5,iroquois homeobox 5,,16,"Rare Single Gene Mutation, Syndromic",3.0,1,,3,C1422593
9,ITGA8,integrin subunit alpha 8,,10,Rare Single Gene Mutation,3.0,0,,7,C1416490
9,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,17,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,22,C1416498
9,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",,3,Rare Single Gene Mutation,2.0,0,,20,C1334148
9,ITSN1,intersectin 1,,21,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,11,C1416520
9,JARID2,jumonji and AT-rich interaction domain containing 2,,6,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,19,C1416528
9,JMJD1C,jumonji domain containing 1C,,10,Rare Single Gene Mutation,2.0,0,,10,C1421152
9,KANK1,KN motif and ankyrin repeat domains 1,,9,Rare Single Gene Mutation,2.0,0,,14,C1426156
9,KANSL1,KAT8 regulatory NSL complex subunit 1,,17,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,1.1,13,C1825683
9,KAT2B,K(lysine) acetyltransferase 2B,,3,"Rare Single Gene Mutation, Functional",2.0,0,,8,C1366462
9,KAT6A,K(lysine) acetyltransferase 6A,,8,"Rare Single Gene Mutation, Syndromic, Functional",2.0,1,,36,C1421709
9,KAT6B,lysine acetyltransferase 6B,,10,"Rare Single Gene Mutation, Syndromic, Functional",3.0,0,,14,C1425003
9,KATNAL1,katanin catalytic subunit A1 like 1,,13,"Rare Single Gene Mutation, Functional",2.0,0,,4,C1428695
9,KATNAL2,Katanin p60 subunit A-like 2,,18,"Rare Single Gene Mutation, Functional",1.0,0,4.1,19,C1537433
9,KCNA2,potassium voltage-gated channel subfamily A member 2,,1,Rare Single Gene Mutation,3.0,0,,12,C1416545
9,KCNA3,potassium voltage-gated channel subfamily A member 3,,1,Rare Single Gene Mutation,3.0,0,,2,C1416546
9,KCNB1,potassium voltage-gated channel subfamily B member 1,,20,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,,33,C1416554
9,KCNC1,potassium voltage-gated channel subfamily C member 1,,11,"Rare Single Gene Mutation, Functional",2.0,0,,11,C1416556
9,KCNC2,potassium voltage-gated channel subfamily C member 2,,12,Rare Single Gene Mutation,3.0,0,,15,C1416557
9,KCND2,potassium voltage-gated channel subfamily D member 2,,7,"Rare Single Gene Mutation, Genetic Association",2.0,0,,10,C1416561
9,KCND3,potassium voltage-gated channel subfamily D member 3,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,15,C1416562
9,KCNH1,potassium voltage-gated channel subfamily H member 1,,1,Rare Single Gene Mutation,3.0,1,,6,C1416571
9,KCNH5,potassium voltage-gated channel subfamily H member 5,,14,"Rare Single Gene Mutation, Functional",3.0,0,,6,C1416575
9,KCNH7,potassium voltage-gated channel subfamily H member 7,,2,"Rare Single Gene Mutation, Genetic Association, Functional",3.0,0,,11,C1425834
9,KCNJ10,potassium voltage-gated channel subfamily J member 10,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,15,C1416577
9,KCNJ15,potassium voltage-gated channel subfamily J member 15,,21,Rare Single Gene Mutation,2.0,0,,3,C1416582
9,KCNK7,potassium two pore domain channel subfamily K member 7,,11,Rare Single Gene Mutation,2.0,0,,3,C1416600
9,KCNMA1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",,10,"Rare Single Gene Mutation, Syndromic",2.0,0,,34,C1416602
9,KCNN2,potassium calcium-activated channel subfamily N member 2,,5,Rare Single Gene Mutation,3.0,0,,5,C1416609
9,KCNQ2,potassium voltage-gated channel subfamily Q member 2,,20,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,,69,C1416614
9,KCNQ3,potassium voltage-gated channel subfamily Q member 3,,8,"Rare Single Gene Mutation, Genetic Association, Functional",1.0,0,11.1,22,C1416615
9,KCNS3,potassium voltage-gated channel modifier subfamily S member 3,,2,Rare Single Gene Mutation,2.0,0,,6,C1416620
9,KCTD13,Potassium channel tetramerisation domain containing 13,,16,"Rare Single Gene Mutation, Functional",2.0,0,,9,C1427765
9,KDM1B,lysine demethylase 1B,,6,Rare Single Gene Mutation,2.0,0,,3,C1427624
9,KDM2A,lysine demethylase 2A,,11,Rare Single Gene Mutation,3.0,0,,10,C1422100
9,KDM2B,lysine demethylase 2B,,12,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,,13,C1422104
9,KDM3A,lysine demethylase 3A,,2,Rare Single Gene Mutation,3.0,0,,4,C1427145
9,KDM3B,lysine demethylase 3B,,5,"Rare Single Gene Mutation, Syndromic",1.0,1,1.5,6,C1413012
9,KDM4B,lysine demethylase 4B,,19,"Rare Single Gene Mutation, Syndromic, Functional",2.0,0,,6,C1428797
9,KDM4C,lysine demethylase 4C,,9,Rare Single Gene Mutation,2.0,0,,4,C1424723
9,KDM5A,lysine demethylase 5A,,12,"Rare Single Gene Mutation, Functional",2.0,0,,5,C1419288
9,KDM5B,Lysine (K)-specific demethylase 5B,,1,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,2.8,29,C1425259
9,KDM1A,lysine demethylase 1A,,1,"Rare Single Gene Mutation, Functional",3.0,0,,5,C1428785
9,KDM5C,lysine demethylase 5C,,X,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,,52,C1539790
9,KDM6A,lysine demethylase 6A,,X,"Rare Single Gene Mutation, Syndromic",2.0,0,,17,C1421414
9,KDM6B,Lysine (K)-specific demethylase 6B,,17,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,13.75,28,C1428772
9,KHDRBS2,"KH domain containing, RNA binding, signal transduction associated 2",,6,Rare Single Gene Mutation,2.0,0,,4,C1425320
9,KIAA0232,KIAA0232,,4,Rare Single Gene Mutation,1.0,0,,4,C2239556
9,KIAA1586,KIAA1586,,6,Rare Single Gene Mutation,2.0,0,,6,C1427508
9,KIF13B,Kinesin family member 13B,,8,Rare Single Gene Mutation,2.0,0,,7,C1422625
9,KIF14,kinesin family member 14,,1,"Rare Single Gene Mutation, Syndromic",2.0,0,,7,C1426070
9,KIF1A,kinesin family member 1A,,2,"Rare Single Gene Mutation, Syndromic",2.0,1,,18,C1412698
9,KIF5C,Kinesin family member 5C,,2,"Rare Single Gene Mutation, Syndromic, Functional",2.0,1,,17,C1416640
9,KIRREL3,Kin of IRRE like 3 (Drosophila),,11,Rare Single Gene Mutation,2.0,0,,20,C1427986
9,KIZ,kizuna centrosomal protein,,20,"Genetic Association, Functional",3.0,0,,2,C1423787
9,KLF16,Kruppel like factor 16,,19,Rare Single Gene Mutation,2.0,0,,1,C1424598
9,KLF7,Kruppel like factor 7,,2,"Rare Single Gene Mutation, Functional",3.0,0,,15,C1416662
9,KLHL20,kelch like family member 20,,1,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,,4,C1537498
9,KMT2A,Lysine (K)-specific methyltransferase 2A,,11,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,56,C0919528
9,KMT2B,lysine methyltransferase 2B,,19,"Rare Single Gene Mutation, Syndromic",3.0,0,,12,C1847413
9,KMT2C,Lysine (K)-specific methyltransferase 2C,,7,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,46,C1422165
9,KMT2E,Lysine (K)-specific methyltransferase 2E,,7,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,,25,C1425586
9,KMT5B,lysine methyltransferase 5B,,11,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,,32,C1539900
9,KNG1,kininogen 1,,3,Rare Single Gene Mutation,3.0,0,,2,C1537501
9,KPTN,"kaptin, actin binding protein",,19,"Rare Single Gene Mutation, Syndromic, Functional",,1,,9,C1416708
9,KRR1,"KRR1, small subunit (SSU) processome component, homolog (yeast)",,12,"Rare Single Gene Mutation, Genetic Association",2.0,0,,3,C1825740
9,KRT26,keratin 26,,17,Rare Single Gene Mutation,2.0,0,,4,C1825744
9,LAMA1,"Laminin, alpha 1",,18,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,16,C1416775
9,LAMB1,"laminin, beta 1",,7,"Rare Single Gene Mutation, Genetic Association",2.0,0,,11,C1416780
9,LARP1,"La ribonucleoprotein 1, translational regulator",,5,Rare Single Gene Mutation,3.0,0,,4,C1825786
9,LAS1L,LAS1 like ribosome biogenesis factor,,X,"Rare Single Gene Mutation, Syndromic",3.0,0,,7,C1537526
9,LDB1,LIM domain binding 1,,10,Rare Single Gene Mutation,1.0,0,4.0,4,C1416809
9,LDLR,low density lipoprotein receptor,,19,Rare Single Gene Mutation,3.0,0,,4,C1366529
9,LEMD3,LEM domain containing 3,,12,Rare Single Gene Mutation,2.0,0,,4,C1537562
9,LEO1,"LEO1 homolog, Paf1/RNA polymerase II complex component",,15,Rare Single Gene Mutation,2.0,0,,5,C1825809
9,LEP,Leptin,,7,Rare Single Gene Mutation,2.0,0,,1,C1416825
9,LHX2,LIM homeobox 2,,9,"Rare Single Gene Mutation, Syndromic",2.0,0,,5,C1334338
9,LILRB2,leukocyte immunoglobulin like receptor B2,,19,Rare Single Gene Mutation,2.0,0,,4,C1416858
9,LIN7B,"lin-7 homolog B, crumbs cell polarity complex component",,19,Rare Single Gene Mutation,2.0,0,,3,C1425076
9,LMTK3,lemur tyrosine kinase 3,,19,"Rare Single Gene Mutation, Functional",3.0,0,,6,C1426148
9,LMX1B,LIM homeobox transcription factor 1 beta,,9,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4,C1416890
9,LNPK,"lunapark, ER junction formation factor",,2,"Rare Single Gene Mutation, Syndromic, Functional",,1,,5,C1427645
9,LRBA,"LPS-responsive vesicle trafficking, beach and anchor containing",,4,Rare Single Gene Mutation,2.0,0,,11,C1413266
9,LRFN2,leucine rich repeat and fibronectin type III domain containing 2,,6,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,7,C1427431
9,LRFN5,leucine rich repeat and fibronectin type III domain containing 5,,14,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,7,C1426894
9,LRP1,LDL receptor related protein 1,,12,Rare Single Gene Mutation,2.0,0,,12,C1416912
9,LRP2,LDL receptor related protein 2,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,21,C1416914
9,LRRC1,leucine rich repeat containing 1,,6,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C1422560
9,LRRC4,leucine rich repeat containing 4,,7,"Rare Single Gene Mutation, Functional",2.0,0,,5,C1423596
9,LRRC4C,leucine rich repeat containing 4C,,11,Rare Single Gene Mutation,1.0,0,1.25,3,C1825875
9,LZTR1,Leucine-zipper-like transcription regulator 1,,22,"Rare Single Gene Mutation, Syndromic",1.0,0,,21,C1416947
9,MACF1,microtubule actin crosslinking factor 1,,1,"Rare Single Gene Mutation, Syndromic, Functional",3.0,1,,12,C1422134
9,MACROD2,MACRO domain containing 2,,20,"Rare Single Gene Mutation, Genetic Association",2.0,0,,25,C1424006
9,MAGEC3,MAGE family member C3,,X,Rare Single Gene Mutation,1.0,0,,6,C1428266
9,MAGEL2,MAGE-like 2,,15,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,30,C1416986
9,MAOA,monoamine oxidase A,,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,21,C1417001
9,MAOB,monoamine oxidase B,,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,7,C1417002
9,MAP1A,microtubule associated protein 1A,,15,Rare Single Gene Mutation,1.0,0,0.0,4,C1417003
9,MAP1B,microtubule associated protein 1B,,5,"Rare Single Gene Mutation, Syndromic, Functional",2.0,0,,15,C1417004
9,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1,,19,Rare Single Gene Mutation,3.0,0,,5,C1417018
9,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,,2,"Rare Single Gene Mutation, Syndromic",2.0,0,,2,C1367671
9,MAPK3,mitogen-activated protein kinase 3,,16,"Rare Single Gene Mutation, Functional",2.0,0,,6,C1366765
9,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1,,11,Rare Single Gene Mutation,3.0,0,,4,C1417024
9,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3,,16,"Rare Single Gene Mutation, Syndromic",2.0,1,,11,C1417026
9,MAPT,microtubule associated protein tau,,17,"Rare Single Gene Mutation, Genetic Association, Functional",3.0,0,,5,C1446659
9,MARK1,microtubule affinity regulating kinase 1,,1,"Rare Single Gene Mutation, Genetic Association",2.0,0,,12,C1417033
9,MARK2,microtubule affinity regulating kinase 2,,11,"Rare Single Gene Mutation, Functional",2.0,0,20.05,9,C1414387
9,MAST1,microtubule associated serine/threonine kinase 1,,19,"Rare Single Gene Mutation, Syndromic",3.0,0,,5,C1537669
9,MAST3,microtubule associated serine/threonine kinase 3,,19,"Rare Single Gene Mutation, Functional",3.0,0,,9,C1425970
9,MBD1,methyl-CpG binding domain protein 1,,18,Rare Single Gene Mutation,2.0,0,,9,C1417049
9,MBD3,methyl-CpG binding domain protein 3,,19,Rare Single Gene Mutation,2.0,0,,4,C1417051
9,MBD4,methyl-CpG binding domain protein 4,,3,Rare Single Gene Mutation,2.0,0,,7,C1417052
9,MBD5,Methyl-CpG binding domain protein 5,,2,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,46.6,48,C1426942
9,MBD6,Methyl-CpG binding domain protein 6,,12,Rare Single Gene Mutation,2.0,0,,3,C1426943
9,MBOAT7,membrane bound O-acyltransferase domain containing 7,,19,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,5.25,24,C1423536
9,MCM4,minichromosome maintenance complex component 4,,8,Rare Single Gene Mutation,2.0,0,,4,C1334491
9,MCM6,minichromosome maintenance complex component 6,,2,"Rare Single Gene Mutation, Syndromic",2.0,0,,4,C1334493
9,MCPH1,microcephalin 1,,8,Rare Single Gene Mutation,2.0,0,,20,C1417075
9,MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2,,14,"Rare Single Gene Mutation, Genetic Association",2.0,0,,10,C1426462
9,MECP2,Methyl CpG binding protein 2,,X,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,106.65,150,C1417098
9,MED12L,mediator complex subunit 12L,,3,"Rare Single Gene Mutation, Syndromic",2.0,1,,8,C1537678
9,MED13,mediator complex subunit 13,,17,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,9.3,21,C1427770
9,MED13L,Mediator complex subunit 13-like,,12,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,35.0,59,C1427815
9,MED23,mediator complex subunit 23,,6,"Rare Single Gene Mutation, Functional",2.0,0,,4,C1332782
9,MEF2C,myocyte enhancer factor 2C,,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,9.85,60,C1417102
9,LZTS2,"leucine zipper, putative tumor suppressor 2",,10,Genetic Association,2.0,0,,4,C1428848
9,MAPT-AS1,MAPT antisense RNA 1,,17,Genetic Association,2.0,0,,1,C3470936
9,MEGF10,multiple EGF like domains 10,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8,C1825964
9,MEGF11,multiple EGF like domains 11,,15,"Rare Single Gene Mutation, Functional",2.0,0,,9,C1825965
9,MEIS2,Meis homeobox 2,,15,"Rare Single Gene Mutation, Syndromic",1.0,1,7.5,14,C1417106
9,MEMO1,mediator of cell motility 1,,2,"Rare Single Gene Mutation, Functional",2.0,0,,3,C1422348
9,MET,met proto-oncogene (hepatocyte growth factor receptor),,7,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,43,C5551868
9,METTL14,"methyltransferase 14, N6-adenosine-methyltransferase non-catalytic subunit",,4,"Rare Single Gene Mutation, Functional",3.0,0,,8,C2681660
9,METTL26,methyltransferase like 26,,16,Rare Single Gene Mutation,2.0,0,,2,C1422435
9,MFRP,Membrane frizzled-related protein,,11,Rare Single Gene Mutation,2.0,0,,9,C1425327
9,MIB1,Mindbomb E3 ubiquitin protein ligase 1,,18,Rare Single Gene Mutation,2.0,0,3.6,10,C1537692
9,MINK1,misshapen like kinase 1,,17,Rare Single Gene Mutation,3.0,0,,8,C1537698
9,MIR137,microRNA 137,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,10,C1537790
9,MKX,mohawk homeobox,,10,Rare Single Gene Mutation,1.0,0,0.3,4,C1826256
9,MLANA,melan-A,,9,Rare Single Gene Mutation,2.0,0,,4,C1334510
9,MRTFB,myocardin related transcription factor B,,16,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,12,C1537922
9,MSANTD2,Myb/SANT DNA binding domain containing 2,,11,Rare Single Gene Mutation,2.0,0,,2,C3471117
9,MSL2,MSL complex subunit 2,,3,"Rare Single Gene Mutation, Syndromic",3.0,0,,7,C1826309
9,MSL3,MSL complex subunit 3,,X,"Rare Single Gene Mutation, Syndromic",1.0,1,13.9,9,C1845101
9,MSR1,macrophage scavenger receptor 1,,8,Rare Single Gene Mutation,2.0,0,,5,C1417374
9,MSRA,methionine sulfoxide reductase A,,8,"Rare Single Gene Mutation, Genetic Association, Functional",3.0,0,,13,C1417375
9,MSX2,msh homeobox 2,,5,"Rare Single Gene Mutation, Syndromic",3.0,1,,2,C1417388
9,MTF1,metal-regulatory transcription factor 1,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,6,C1417419
9,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H),,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,25,C0919427
9,MTOR,mechanistic target of rapamycin kinase,,1,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,36,C1414805
9,MTSS2,MTSS I-BAR domain containing 2,,16,"Rare Single Gene Mutation, Syndromic",,1,,7,C2681848
9,MUC12,"mucin 12, cell surface associated",,7,Rare Single Gene Mutation,2.0,0,,6,C1417492
9,MUC4,"mucin 4, cell surface associated",,3,Rare Single Gene Mutation,2.0,0,,10,C1417496
9,MYCBP2,MYC binding protein 2,,13,"Rare Single Gene Mutation, Syndromic",1.0,0,,11,C1428063
9,MYH10,myosin heavy chain 10,,17,Rare Single Gene Mutation,2.0,0,,9,C1417535
9,MYH4,"Myosin, heavy chain 4, skeletal muscle",,17,Rare Single Gene Mutation,2.0,0,,7,C1417539
9,MYH9,myosin heavy chain 9,,22,Rare Single Gene Mutation,2.0,0,,9,C1417544
9,MYLK,myosin light chain kinase,,3,Rare Single Gene Mutation,3.0,0,,4,C1334539
9,MYO16,myosin XVI,,13,"Rare Single Gene Mutation, Genetic Association",2.0,0,,10,C2239765
9,MYO1E,myosin IE,,15,Rare Single Gene Mutation,2.0,0,,6,C1417562
9,MYO5A,myosin VA,,15,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8,C1417565
9,MYO5C,myosin VC,,15,Rare Single Gene Mutation,2.0,0,,6,C1417567
9,MYO7A,myosin VIIA,,11,Rare Single Gene Mutation,3.0,0,,5,C1417569
9,MYO9B,Myosin IXB,,19,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8,C1417572
9,MYOCD,myocardin,,17,Rare Single Gene Mutation,3.0,0,,3,C1423951
9,MYT1L,Myelin transcription factor 1-like,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,20.35,46,C1417585
9,NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit",,X,"Rare Single Gene Mutation, Syndromic",3.0,1,,13,C1538918
9,NAA15,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit",,4,"Rare Single Gene Mutation, Syndromic",1.0,1,31.7,32,C1538040
9,NAALADL2,N-acetylated alpha-linked acidic dipeptidase-like 2,,3,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1826340
9,NACC1,nucleus accumbens associated 1,,19,"Rare Single Gene Mutation, Syndromic",1.0,1,,12,C1427213
9,NASP,nuclear autoantigenic sperm protein,,1,Rare Single Gene Mutation,3.0,0,,3,C1417601
9,NAV2,neuron navigator 2,,11,"Rare Single Gene Mutation, Syndromic",2.0,0,,14,C1423897
9,NAV3,neuron navigator 3,,12,Rare Single Gene Mutation,2.0,0,,6,C1423898
9,NBEA,neurobeachin,,13,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,29,C1417603
9,NCAPH2,non-SMC condensin II complex subunit H2,,22,Rare Single Gene Mutation,3.0,0,,1,C1826385
9,NCKAP1,NCK-associated protein 1,,2,"Rare Single Gene Mutation, Syndromic",1.0,0,24.75,17,C1417612
9,NCKAP5,NCK-associated protein 5,,2,Rare Single Gene Mutation,2.0,0,,4,C1837421
